text,label
i'm home. ard wat time will u reach?,ham
anything lor... u decide...,ham
happy birthday... may all ur dreams come true...,ham
"beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" goodmorning",ham
lol yes. our friendship is hanging on a thread cause u won't buy stuff.,ham
yeh. indians was nice. tho it did kane me off a bit he he. we shud go out 4 a drink sometime soon. mite hav 2 go 2 da works 4 a laugh soon. love pete x x,ham
"the lay man! just to let you know you are missed and thought off. do have a great day. and if you can send me bimbo and ugo's numbers, ill appreciate. safe",ham
"i'm home, my love ... if your still awake ... *loving kiss*",ham
how much it will cost approx . per month.,ham
for real tho this sucks. i can't even cook my whole electricity is out. and i'm hungry.,ham
same to u...,ham
talk to g and x about that,ham
you stayin out of trouble stranger!!saw dave the other day hes sorted now!still with me bloke when u gona get a girl mr!ur mum still thinks we will get 2getha! ,ham
"my mobile number.pls sms ur mail id.convey regards to achan,amma.rakhesh.qatar",ham
dear good morning now only i am up,ham
panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or call 2optout,spam
maybe i could get book out tomo then return it immediately ..? or something.,ham
i can call in  &lt;#&gt;  min if thats ok,ham
hello! how r u? im bored. inever thought id get bored with the tv but i am. tell me something exciting has happened there? anything! =/,ham
anything lor. juz both of us lor.,ham
no. she's currently in scotland for that.,ham
i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.,spam
honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,ham
i went to project centre,ham
sms auction you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,spam
"can i please come up now imin town.dontmatter if urgoin outl8r,just reallyneed 2docd.please dontplease dontignore mycalls,u no thecd isv.important tome 4 2moro",ham
i am great princess! what are you thinking about me? :),ham
join the uk's horniest dogging service and u can have sex 2nite!. just sign up and follow the instructions. txt entry to 69888 now! nyt.ec2a.3lp.msg@150p,spam
how are you. its been ages. how's abj,ham
wait 2 min..stand at bus stop,ham
jus finished avatar nigro,ham
u r a winner u ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam
eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+,spam
can you do a mag meeting this avo at some point?,ham
there are many company. tell me the language.,ham
well i'm going to be an aunty!,ham
lol i know! hey someone did a great inpersonation of flea on the forums. i love it!,ham
do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,spam
k:)k..its good:)when are you going?,ham
whatsup there. dont u want to sleep,ham
juz go google n search 4 qet...,ham
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",spam
dont gimme that lip caveboy,ham
was gr8 to see that message. so when r u leaving? congrats dear. what school and wat r ur plans.,ham
oh k :)why you got job then whats up?,ham
1. tension face 2. smiling face 3. waste face 4. innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face  &lt;#&gt; .joker face.,ham
is ur lecture over?,ham
i got a call from a landline number. . . i am asked to come to anna nagar . . . i will go in the afternoon,ham
oh ya ya. i remember da. .,ham
wrong phone! this phone! i answer this one but assume the other is people i don't well,ham
cool. do you like swimming? i have a pool and jacuzzi at my house.,ham
sos! any amount i can get pls.,ham
wherre's my boytoy ? :-(,ham
"sorry, my battery died, i can come by but i'm only getting a gram for now, where's your place?",ham
where is it. is there any opening for mca.,ham
oi when you gonna ring,ham
22 days to kick off! for euro2004 u will be kept up to date with the latest news and results daily. to be removed send get txt stop to 83222,spam
"(no promises on when though, haven't even gotten dinner yet)",ham
"fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p.s this is my dads fone, -no credit",ham
* will have two more cartons off u and is very pleased with shelves,ham
if u dun drive then how i go 2 sch.,ham
was just about to ask. will keep this one. maybe that's why you didn't get all the messages we sent you on glo,ham
"you aren't coming home between class, right? i need to work out and shower!",ham
"haha, my friend tyler literally just asked if you could get him a dubsack",ham
"a boy was late 2 home. his father: ""power of frndship""",ham
"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm",spam
"no i'm not. i can't give you everything you want and need. you actually could do better for yourself on yor own--you've got more money than i do. i can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. i didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",ham
mum ask ü to buy food home...,ham
"xmas offer! latest motorola, sonyericsson & nokia & free bluetooth or dvd! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/4qf2",spam
teach me apps da. when you come to college.,ham
lol ... have you made plans for new years?,ham
you available now? i'm like right around hillsborough &amp;  &lt;#&gt; th,ham
one day a crab was running on the sea shore..the waves came n cleared the footprints of the crab.. crab asked: being my frnd y r u clearing my beautiful footprints? waves replied: a fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) gud nyt..,ham
it's ok lar. u sleep early too... nite...,ham
oh god. i'm gonna google nearby cliffs now.,ham
is that on the telly? no its brdget jones!,ham
"sorry, left phone upstairs. ok, might be hectic but would be all my birds with one fell swoop. it's a date.",ham
i am thinking of going down to reg for pract lessons.. flung my advance.. haha wat time u going?,ham
yes i posted a couple of pics on fb. there's still snow outside too. i'm just waking up :),ham
i (career tel) have added u as a contact on indyarocks.com to send free sms. to remove from phonebook - sms no to  &lt;#&gt;,ham
yeah confirmed for you staying at  that weekend,ham
"g says you never answer your texts, confirm/deny",ham
ha... u jus ate honey ar? so sweet...,ham
k da:)how many page you want?,ham
on hen night. going with a swing,ham
"nothing really, just making sure everybody's up to speed",ham
apo all other are mokka players only,ham
"hey, a guy i know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",ham
do you work all this week ?,ham
unni thank you dear for the recharge..rakhesh,ham
u should have made an appointment,ham
s..antha num corrct dane,ham
oh k...i'm watching here:),ham
let there be snow. let there be snow. this kind of weather brings ppl together so friendships can grow.,ham
pansy! you've been living in a jungle for two years! its my driving you should be more worried about!,ham
if you ask her or she say any please message.,ham
"thats alrite girl, u know gail is neva wrong!!take care sweet and dont worry.c u l8tr hun!love yaxxx",ham
jade its paul. y didnt u txt me? do u remember me from barmed? i want 2 talk 2 u! txt me,ham
yes see ya not on the dot,ham
lol! nah wasn't too bad thanks. its good to b home but its been quite a reality check. hows ur day been? did u do anything with website?,ham
"okay. no no, just shining on. that was meant to be signing, but that sounds better.",ham
well done england! get the official poly ringtone or colour flag on yer mobile! text tone or flag to 84199 now! opt-out txt eng stop. box39822 w111wx £1.50,spam
hello u.call wen u finish wrk.i fancy meetin up wiv u all tonite as i need a break from dabooks. did 4 hrs last nite+2 today of wrk!,ham
meet you in corporation st outside gap … you can see how my mind is working!,ham
where did u go? my phone is gonna die you have to stay in here,ham
"good afternoon sunshine! how dawns that day ? are we refreshed and happy to be alive? do we breathe in the air and smile ? i think of you, my love ... as always",ham
"urgent! your mobile was awarded a £1,500 bonus caller prize on 27/6/03. our final attempt 2 contact u! call 08714714011",spam
ok...,ham
"fuuuuck i need to stop sleepin, sup",ham
"i get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",ham
ok give me 5 minutes i think i see her. btw you're my alibi. you were cutting my hair the whole time.,ham
u studying in sch or going home? anyway i'll b going 2 sch later.,ham
3. you have received your mobile content. enjoy,spam
i'm at bruce &amp; fowler now but i'm in my mom's car so i can't park (long story),ham
"congrats 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid ur mates, play java games, dload polyph music, noline rentl. bx420. ip4. 5we. 150p",spam
quite late lar... ard 12 anyway i wun b drivin...,ham
its a laptop take it with you.,ham
"today is ""song dedicated day.."" which song will u dedicate for me? send this to all ur valuable frnds but first rply me...",ham
s:)8 min to go for lunch:),ham
r we still meeting 4 dinner tonight?,ham
"u were outbid by simonwatson5120 on the shinco dvd plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply end out",spam
i will take care of financial problem.i will help:),ham
"sez, hows u & de arab boy? hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham
no need to ke qi... ü too bored izzit y suddenly thk of this...,ham
guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394973 from landline datebox1282essexcm61xn 150p/min 18,spam
dont think you need yellow card for uk travel. ask someone that has gone before. if you do its just  &lt;#&gt; bucks,ham
wife.how she knew the time of murder exactly,ham
no da if you run that it activate the full version da.,ham
you still coming tonight?,ham
i will once i get home,ham
that seems unnecessarily hostile,ham
"5 free top polyphonic tones call 087018728737, national rate. get a toppoly tune sent every week, just text subpoly to 81618, £3 per pole. unsub 08718727870.",spam
shall i come to get pickle,ham
get ready for  &lt;#&gt;  inches of pleasure...,ham
here got ur favorite oyster... n got my favorite sashimi... ok lar i dun say already... wait ur stomach start rumbling...,ham
wat r u doing?,ham
anything lor but toa payoh got place 2 walk meh...,ham
at home by the way,ham
"hmmm... guess we can go 4 kb n power yoga... haha, dunno we can tahan power yoga anot... thk got lo oso, forgot liao...",ham
da my birthdate in certificate is in april but real date is today. but dont publish it. i shall give you a special treat if you keep the secret. any way thanks for the wishes,ham
hey mr  and i are going to the sea view and having a couple of gays i mean games! give me a bell when ya finish ,ham
yes... i trust u to buy new stuff asap so i can try it out,ham
hi happy birthday. hi hi hi hi hi hi hi,ham
"congrats 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid ur mates, play java games, dload polyph music, noline rentl. bx420. ip4. 5we. 150p",spam
private! your 2003 account statement for shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code: 49557 expires 26/11/04,spam
you got called a tool?,ham
i'm gonna rip out my uterus.,ham
"it's ok, at least armand's still around",ham
then why no one talking to me,ham
that's y we haf to combine n c how lor...,ham
"ya they are well and fine., bbd(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham
"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589",spam
"freemsg why haven't you replied to my text? i'm randy, sexy, female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply stop to end",spam
i am going to film 2day da. at 6pm. sorry da.,ham
lemme know when you're here,ham
who were those people ? were you in a tour ? i thought you were doing that sofa thing you sent me ? your curious sugar,ham
"yes, my reg is  ciao!",ham
me n him so funny...,ham
good day to you too.pray for me.remove the teeth as its painful maintaining other stuff.,ham
"ok., is any problem to u frm him? wats matter?",ham
oi. ami parchi na re. kicchu kaaj korte iccha korche na. phone ta tul na. plz. plz.,ham
is ur paper today in e morn or aft?,ham
"we have sent jd for customer service cum accounts executive to ur mail id, for details contact us",ham
good morning. at the repair shop--the only reason i'm up at this hour.,ham
lol your always so convincing.,ham
still i have not checked it da. . .,ham
shhhhh nobody is supposed to know!,ham
am in film ill call you later.,ham
it is only yesterday true true.,ham
"if i let you do this, i want you in the house by 8am.",ham
the current leading bid is 151. to pause this auction send out. customer care: 08718726270,spam
ok... i din get ur msg...,ham
"right on brah, see you later",ham
"free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com",spam
just send a text. we'll skype later.,ham
am only searching for good dual sim mobile pa.,ham
"no, its true..k,do u knw dis no. &lt;#&gt; ?",ham
"urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+",spam
i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.,spam
v skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; if i dont make it hav gd night,ham
"go until jurong point, crazy.. available only in bugis n great world la e buffet... cine there got amore wat...",ham
here got lots of hair dresser fr china.,ham
how are you doing. how's the queen. are you going for the royal wedding,ham
will be office around 4 pm. now i am going hospital.,ham
"god picked up a flower and dippeditinadew, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,this friend is 4u",ham
"awesome, think we can get an 8th at usf some time tonight?",ham
thanks for looking out for me. i really appreciate.,ham
can ü send me a copy of da report?,ham
do you still have the grinder?,ham
ok good then i later come find ü... c lucky i told ü to go earlier... later pple take finish ü no more again...,ham
i just cooked a rather nice salmon a la you,ham
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com there's a fantastic surprise awaiting you!,spam
jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ham
2/2 146tf150p,spam
todays vodafone numbers ending with 4882 are selected to a receive a £350 award. if your number matches call 09064019014 to receive your £350 award.,spam
hi i won't b ard 4 christmas. but do enjoy n merry x'mas.,ham
"sunshine hols. to claim ur med holiday send a stamped self address envelope to drinks on us uk, po box 113, bray, wicklow, eire. quiz starts saturday! unsub stop",spam
hmm yeah if your not too grooved out! and im looking forward to my pound special :),ham
hey so whats the plan this sat? ,ham
"awesome, that gonna be soon or later tonight?",ham
"yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",ham
just taste fish curry :-p,ham
hi its kate it was lovely to see you tonight and ill phone you tomorrow. i got to sing and a guy gave me his card! xxx,ham
mmmm ... fuck ... not fair ! you know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* don't forget ... i know yours too *wicked smile*,ham
2 laptop... i noe infra but too slow lar... i wan fast one,ham
"sir goodmorning, once free call me.",ham
"orange brings you ringtones from all time chart heroes, with a free hit each week! go to ringtones & pics on wap. to stop receiving these tips reply stop.",spam
he needs to stop going to bed and make with the fucking dealing,ham
"loan for any purpose £500 - £75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'",spam
* will be september by then!,ham
no i don't have cancer. moms making a big deal out of a regular checkup aka pap smear,ham
when are you guys leaving?,ham
yup song bro. no creative. neva test quality. he said check review online.,ham
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. if your number matches please call 09063442151 to claim your £350 award,spam
"sorry, went to bed early, nightnight",ham
"dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",ham
and of course you should make a stink!,ham
aah! a cuddle would be lush! i'd need lots of tea and soup before any kind of fumbling!,ham
heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams,ham
as per your request 'melle melle (oru minnaminunginte nurungu vettam)' has been set as your callertune for all callers. press *9 to copy your friends callertune,ham
ok ill tell the company,ham
"when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl",ham
hello! how's you and how did saturday go? i was just texting to see if you'd decided to do anything tomo. not that i'm trying to invite myself or anything!,ham
yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to 86688 now! 150p/msg.,spam
this single single answers are we fighting? plus i said am broke and you didnt reply,ham
"our dating service has been asked 2 contact u by someone shy! call 09058091870 now all will be revealed. pobox84, m26 3uz 150p",spam
oh k:)after that placement there ah?,ham
i cant pick the phone right now. pls send a message,ham
great! so what attracts you to the brothas?,ham
i'm working technical support :)voice process.,ham
"cool, we shall go and see, have to go to tip anyway. are you at home, got something to drop in later? so lets go to town tonight! maybe mum can take us in.",ham
<forwarded from 448712404000>please call 08712404000 immediately as there is an urgent message waiting for you.,spam
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || very easy",ham
hasn't that been the pattern recently crap weekends?,ham
in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the! intha ponnungale ipaditan;),ham
"update_now - xmas offer! latest motorola, sonyericsson & nokia & free bluetooth! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/f4q=",spam
i'm at work. please call,ham
"please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody.",ham
omg joanna is freaking me out. she's looked thru all my friends to find photos of me. and then she's asking about stuff on my myspace which i haven't even logged on in like a year. :/,ham
"accordingly. i repeat, just text the word ok on your mobile phone and send",spam
jay's getting really impatient and belligerent,ham
have a great trip to india. and bring the light to everyone not just with the project but with everyone that is lucky to see you smile. bye. abiola,ham
"i can't speak, bcaz mobile have problem. i can listen you but you cann't listen my voice. so i calls you later.",ham
i've reached already.,ham
u horrible gal... u knew dat i was going out wif him yest n u still come n ask me...,ham
okay but i thought you were the expert,ham
really good:)dhanush rocks once again:),ham
i cant pick the phone right now. pls send a message,ham
5 nights...we nt staying at port step liao...too ex,ham
when i have stuff to sell i.ll tell you,ham
"urgent! please call 0906346330. your abta complimentary 4* spanish holiday or £10,000 cash await collection sae t&cs box 47 po19 2ez 150ppm 18+",spam
"awesome, how do i deal with the gate? charles told me last night but, uh, yeah",ham
i'm ok. will do my part tomorrow,ham
"beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" good night",ham
i'm in a movie... collect car oredi...,ham
okie,ham
so that means you still think of teju,ham
i jus reached home. i go bathe first. but my sis using net tell u when she finishes k...,ham
"st andre, virgil's cream",ham
how much r ü willing to pay?,ham
wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham
do not b late love mum,ham
"shop till u drop, is it you, either 10k, 5k, £500 cash or £100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary",spam
"why is that, princess? i bet the brothas are all chasing you!",ham
and do you have any one that can teach me how to ship cars.,ham
oh ho. is this the first time u use these type of words,ham
your credits have been topped up for http://www.bubbletext.com your renewal pin is tgxxrz,spam
had your mobile 10 mths? update to latest orange camera/video phones for free. save £s with free texts/weekend calls. text yes for a callback orno to opt out,spam
from 5 to 2 only my work timing.,ham
am up to my eyes in philosophy,ham
just sleeping..and surfing,ham
never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... always remember a stupid friend is here to share... bslvyl,ham
am not interested to do like that.,ham
"come to mu, we're sorting out our narcotics situation",ham
call me when u're done...,ham
k and you're sure i don't have to have consent forms to do it :v,ham
i'm always on yahoo messenger now. just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. and will reply.,ham
ok lor... but buy wat?,ham
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08718738002 identifier code: 48922 expires 21/11/04,spam
uncle abbey! happy new year. abiola,ham
"helloooo... wake up..! ""sweet"" ""morning"" ""welcomes"" ""you"" ""enjoy"" ""this day"" ""with full of joy"".. ""gud mrng"".",ham
"piggy, r u awake? i bet u're still sleeping. i'm going 4 lunch now...",ham
"urgent!! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam
okey dokey swashbuckling stuff what oh.,ham
erm. i thought the contract ran out the4th of october.,ham
s.s:)i thinl role is like sachin.just standing. others have to hit.,ham
in that case i guess i'll see you at campus lodge,ham
love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!,ham
", how's things? just a quick question.",ham
"camera quite good, 10.1mega pixels, 3optical and 5digital dooms. have a lovely holiday, be safe and i hope you hav a good journey! happy new year to you both! see you in a couple of weeks! ",ham
k..k...from tomorrow onwards started ah?,ham
goodmorning today i am late for  &lt;decimal&gt; min.,ham
"sir, waiting for your letter.",ham
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,spam
"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... good morning dear",ham
do u noe wat time e place dat sells 4d closes?,ham
natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? send stop frnd to 62468,spam
she went to attend another two rounds today..but still did't reach home..,ham
bbq this sat at mine from 6ish. ur welcome 2 come,ham
i will lick up every drop :) are you ready to use your mouth as well?,ham
hi babe u r most likely to be in bed but im so sorry about tonight! i really wanna see u tomorrow so call me at 9. love me xxx,ham
"you know, wot people wear. t shirts, jumpers, hat, belt, is all we know. we r at cribbs",ham
sms auction - a brand new nokia 7250 is up 4 auction today! auction is free 2 join & take part! txt nokia to 86021 now!,spam
"by march ending, i should be ready. but will call you for sure. the problem is that my capital never complete. how far with you. how's work and the ladies",ham
"its ok., i just askd did u knw tht no?",ham
"mum, i've sent you many many messages since i got here. i just want to know that you are actually getting them. do enjoy the rest of your day.",ham
omg if its not one thing its another. my cat has worms :/ when does this bad day end?,ham
"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066368470",spam
yup i've finished c ü there...,ham
"1000's flirting now! txt girl or bloke & ur name & age, eg girl zoe 18 to 8007 to join and get chatting!",spam
&lt;#&gt;  w jetton ave if you forgot,ham
"aight, i'll text you when i'm back",ham
"sounds gd... haha... can... wah, u yan jiu so fast liao...",ham
should i be stalking u?,ham
free entry into our £250 weekly competition just text the word win to 80086 now. 18 t&c www.txttowin.co.uk,spam
neft transaction with reference number  &lt;#&gt;  for rs. &lt;decimal&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;time&gt; : &lt;#&gt;,ham
are you ok. what happen to behave like this,ham
then she dun believe wat?,ham
yetunde i'm in class can you not run water on it to make it ok. pls now.,ham
i dont know oh. hopefully this month.,ham
don't forget though that i love you .... and i walk beside you. watching over you and keeping your heart warm.,ham
no need lar. jus testing e phone card. dunno network not gd i thk. me waiting 4 my sis 2 finish bathing so i can bathe. dun disturb u liao u cleaning ur room.,ham
"it's not that you make me cry. it's just that when all our stuff happens on top of everything else, it pushes me over the edge. you don't underdtand how often i cry over my sorry, sorry life.",ham
"got what it takes 2 take part in the wrc rally in oz? u can with lucozade energy! text rally le to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
so u gonna get deus ex?,ham
no message..no responce..what happend?,ham
"themob> check out our newest selection of content, games, tones, gossip, babes and sport, keep your mobile fit and funky text wap to 82468",spam
tell dear what happen to you. why you talking to me like an alian,ham
none of that's happening til you get here though,ham
dude just saw a parked car with its sunroof popped up. sux,ham
all sounds good. fingers . makes it difficult to type,ham
okie but i scared u say i fat... then u dun wan me already...,ham
i'll meet you in the lobby,ham
don‘t give a flying monkeys wot they think and i certainly don‘t mind. any friend of mine and all that!,ham
hey tmr meet at bugis 930 ?,ham
now only i reached home. . . i am very tired now. . i will come tomorro,ham
had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030,spam
hey pple...$700 or $900 for 5 nights...excellent location wif breakfast hamper!!!,ham
"they can try! they can get lost, in fact. tee hee",ham
"congratulations! thanks to a good friend u have won the £2,000 xmas prize. 2 claim is easy, just call 08718726971 now! only 10p per minute. bt-national-rate.",spam
wat ü doing now?,ham
how would my ip address test that considering my computer isn't a minecraft server,ham
"sorry, i can't text &amp; drive coherently, see you in twenty",ham
no no. i will check all rooms befor activities,ham
is xy in ur car when u picking me up?,ham
but you were together so you should be thinkin about him,ham
not directly behind... abt 4 rows behind ü...,ham
g.w.r,ham
we are both fine. thanks,ham
hello boytoy ! geeee ... i'm missing you today. i like to send you a tm and remind you i'm thinking of you ... and you are loved ... *loving kiss*,ham
aight ill get on fb in a couple minutes,ham
on the way to office da..,ham
weightloss! no more girl friends. make loads of money on ebay or something. and give thanks to god.,ham
ok.,ham
no da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),ham
no da. . vijay going to talk in jaya tv,ham
hey!!! i almost forgot ... happy b-day babe ! i love ya!!,ham
25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,spam
happy new year princess!,ham
not course. only maths one day one chapter with in one month we can finish.,ham
"we know taj mahal as symbol of love. but the other lesser known facts 1. mumtaz was shahjahan's 4th wife, out of his 7 wifes. 2. shahjahan killed mumtaz's husband to marry her. 3. mumtaz died in her  &lt;#&gt; th delivery. 4. he then married mumtaz's sister. question arises where the hell is the love?:-| -the great hari-",ham
well if i'm that desperate i'll just call armand again,ham
you busy or can i come by at some point and figure out what we're doing tomorrow,ham
we don call like  &lt;#&gt;  times oh. no give us hypertension oh.,ham
i don't want you to leave. but i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,ham
i am not sure about night menu. . . i know only about noon menu,ham
yup next stop.,ham
"you are sweet as well, princess. please tell me your likes and dislikes in bed...",ham
tell your friends what you plan to do on valentines day @ &lt;url&gt;,ham
u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out reply reveal stop. 1.50 per msg recd. cust care 07821230901,spam
"just arrived, see you in a couple days &lt;3",ham
nope... think i will go for it on monday... sorry i replied so late,ham
"when you just put in the + sign, choose my number and the pin will show. right?",ham
hey check it da. i have listed da.,ham
i always chat with you. in fact i need money can you raise me?,ham
i can't describe how lucky you are that i'm actually awake by noon,ham
its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,ham
msg me when rajini comes.,ham
does uncle timi help in clearing cars,ham
"good afternon, my love. how are today? i hope your good and maybe have some interviews. i wake and miss you babe. a passionate kiss from across the sea",ham
"oh really? perform, write a paper, go to a movie and be home by midnight, huh?",ham
i don wake since. i checked that stuff and saw that its true no available spaces. pls call the embassy or send a mail to them.,ham
"yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham
ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 £1.50perwksub,spam
please call 08712402779 immediately as there is an urgent message waiting for you,spam
no * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! loving u,ham
don know. i did't msg him recently.,ham
do you want bold 2 or bb torch,ham
you call him and tell now infront of them. call him now.,ham
so the sun is anti sleep medicine.,ham
sorry da thangam.it's my mistake.,ham
i dun believe u. i thk u told him.,ham
tells u 2 call 09066358152 to claim £5000 prize. u have 2 enter all ur mobile & personal details @ the prompts. careful!,spam
i told her i had a dr appt next week. she thinks i'm gonna die. i told her its just a check. nothing to be worried about. but she didn't listen.,ham
"k will do, addie &amp; i are doing some art so i'll be here when you get home",ham
last chance 2 claim ur £150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs 08717898035. £3.00 sub. 16 . remove txt x or stop,spam
joy's father is john. then john is the ____ of joy's father. if u ans ths you hav  &lt;#&gt;  iq. tis s ias question try to answer.,ham
hey sexy buns! what of that day? no word from you this morning on ym ... :-( ... i think of you,ham
if you mean the website. yes.,ham
well at this right i'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,ham
i cant pick the phone right now. pls send a message,ham
"hey. what happened? u switch off ur cell d whole day. this isnt good. now if u do care, give me a call tomorrow.",ham
"loan for any purpose £500 - £75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'",spam
i'm at home. please call,ham
"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national rate call",spam
smith waste da.i wanna gayle.,ham
"spoke with uncle john today. he strongly feels that you need to sacrifice to keep me here. he's going to call you. when he does, i beg you to just listen. dont make any promises or make it clear things are not easy. and i need you to please let us work things out. as long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham
wat makes u thk i'll fall down. but actually i thk i'm quite prone 2 falls. lucky my dad at home i ask him come n fetch me already.,ham
"awesome, plan to get here any time after like  &lt;#&gt; , i'll text you details in a wee bit",ham
